element,level,t,r,theta,phi,Interval size
0,0,0.0,0.0,0,0,5236
3,1,0.09558771908187114,0.0793851894087807,0.3799729850490069,2.193901838015881,5236
4,1,0.09576858488450057,0.04807490560191489,1.0400129842971695,2.386522812463995,5236
20,2,0.15023336615721627,0.04939079599077327,0.36377552895773185,1.5220952643536798,5236
56,3,0.1897924094330744,0.06387922521197814,0.3581747601972939,1.1283381736356606,5236
124,4,0.23629742577656443,0.07148415688409109,0.4810883314445926,1.2451718389895698,5236
221,5,0.269214827571861,0.0708005136001494,0.32791002132246405,1.6783886348811214,5236
432,6,0.32047012290456156,0.03883970695600142,0.4056229811699963,1.163882562395444,5236
452,6,0.3232594971566459,0.09528218217468981,0.6483527743406381,1.725959906511947,5236
805,7,0.3712486366682193,0.04126649625646199,0.713823436710695,1.7047870904270015,5236
893,7,0.3819315578938771,0.11274689450413108,0.17716845913567722,1.4519499450071673,5236
896,7,0.3821339054708315,0.06308948256276174,1.4709563929930705,1.015272682801422,5236
1530,8,0.43430178279655296,0.10476844177670945,1.2481221304482883,0.9732874165182871,5236
1549,8,0.43601198846826894,0.06893198144923812,1.7049044566888756,1.9067421518130427,5236
2251,8,0.4788339399525773,0.06821785118143542,0.845106018582873,2.177804286929327,5236
2558,9,0.49462509817835076,0.03228996933277457,2.772548029512965,2.517656334072828,5236
2744,9,0.5034433586551781,0.061884547696114116,0.6996335430661651,1.3077266717068254,5236
3276,9,0.5342962166826393,0.08448008145239008,1.010706811781876,1.9566095501977625,5236
3368,9,0.5399515488939408,0.14937143023399704,2.0549508074687215,2.500106438915539,5236
3531,9,0.5497221990062432,0.08983636973907909,-0.197097283705419,2.6448798770440423,5236
3426,10,0.5431024101792024,0.06989535671128083,0.9230745778624515,0.9896722007771991,5236
3758,10,0.563656712908366,0.024798403284446824,-0.31808716612340104,1.1570874862161076,5236
3944,10,0.577648169975837,0.13385047011544465,2.317541939492732,2.406740283476956,5236
4108,10,0.5907776428718168,0.08918663695685042,1.5669829734334064,2.7228208694369176,5236
4128,10,0.5928629954505364,0.040823710882727106,-2.509847147149943,0.9842729288536314,5236
4172,10,0.5968512931046845,0.10124689753054492,-1.150162540243535,2.536290714435042,5236
4227,10,0.6023332273926172,0.08545965689968656,-2.118169045909143,2.106717361123382,5236
4282,10,0.6072429820884558,0.05807789112341001,0.1688806472496885,2.431402097907176,5236
4314,11,0.6108443089828592,0.08712997203381093,1.0770042529445352,0.520896097723994,5236
4500,11,0.6329189418827357,0.08291150127173395,1.6350193473498258,1.9973523150425159,5236
4511,11,0.6346966145122703,0.10000637385350229,2.9141133216088266,2.477922757172561,5236
