element,level,t,r,theta,phi,pred
0,0,0.0,0.0,0,0,[]
1,1,0.017139169361737427,0.014356809557537356,-1.66516532935916,2.836811395981997,[]
2,1,0.02566534799248532,0.023239072868645745,0.2556983065894398,0.43062323204979247,[]
56,1,0.04960803186008045,0.04941481167439691,0.37752606385733845,0.4568256224308948,[]
6,2,0.02804471816646159,0.01955308319896142,-1.9930937489342058,2.3912654516356406,[]
33,2,0.04492240599765873,0.030735397483857098,0.046359821519117175,0.393189251697303,[]
34,2,0.045076247543644254,0.03173481966388105,-0.33356079921676834,0.42531601072247793,[]
130,2,0.06091501292958468,0.059298477477014506,0.2613342006955136,0.46934691161050984,[]
36,3,0.04556887768564977,0.014830596919720055,-2.6958935772056187,2.0262840127132975,[]
50,3,0.04835598549208853,0.022868292546369105,-2.4097334556844077,1.5270801380692556,[]
92,3,0.05619470894962597,0.04285881630496149,-1.974363289800007,2.817287667540351,[]
151,3,0.06310748474678984,0.0320681733132134,-1.1818010380582433,0.4492878165884075,[]
254,3,0.07140399182618473,0.047890963986669616,0.5927566226212936,0.14834008644392455,[]
314,3,0.07581280125139434,0.06836818298021884,0.4890483872087586,0.5910202964864553,[]
210,4,0.06791660996940563,0.014231285934738457,-0.6053712092790023,2.1984168849852357,[]
258,4,0.07169830889433748,0.03234043514677544,-1.1212243956407026,0.44600572168158137,[]
319,4,0.07600976965664652,0.03963811107820581,-2.6536043539449445,1.1168222766316012,[]
325,4,0.07644338949465024,0.042210656508264596,-2.5353415053920747,1.0895644935405417,[]
333,4,0.07684216058144167,0.056287329678882045,-1.0922442129834011,2.7416863827701565,[]
446,4,0.08413633593677705,0.048639052071909196,-0.8944795125211558,0.08429111903275108,[]
476,4,0.08583273354814436,0.0767523124840736,0.578925234470176,0.622060342762018,[]
743,4,0.09536986361031796,0.0766315156537527,0.26927629106169637,0.7400165777654477,[]
443,5,0.08400884465005443,0.020442432974735622,-0.829964745752083,2.7787896259155667,[]
448,5,0.08417107891788811,0.0341308906270294,-0.24942235417772782,0.21733187434133922,[]
527,5,0.08812408997302879,0.06134114117192314,-1.4117489461143642,2.679895832592987,[]
